Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/matt_proteomics/250711_MM_11262_8_uncalibrated.mzML	/matt_proteomics/250711_MM_11262_2_uncalibrated.mzML	/matt_proteomics/250711_MM_11262_7_uncalibrated.mzML	/matt_proteomics/250711_MM_11262_6_uncalibrated.mzML	/matt_proteomics/250711_MM_11262_4_uncalibrated.mzML	/matt_proteomics/250711_MM_11262_5_uncalibrated.mzML	/matt_proteomics/250711_MM_11262_3_uncalibrated.mzML	/matt_proteomics/250711_MM_11262_1_uncalibrated.mzML
P61201	P61201		COPS2		6.68697e+06	1.38829e+07	1.10039e+07	1.45078e+07	7.63555e+06	9.76784e+06	1.09947e+07	8.4825e+06
P61204	P61204		ARF3			2.41574e+06	351475	449195	337794	1.00503e+06	357567	1.15277e+06
P61221	P61221		ABCE1		2.79493e+07	4.1321e+07	3.51906e+07	3.95729e+07	3.02297e+07	3.11706e+07	3.99692e+07	3.35578e+07
P61224	P61224		RAP1B		6.0848e+07	4.18487e+07	6.47774e+07	5.3384e+07	5.54087e+07	6.54123e+07	5.83401e+07	5.6323e+07
P61225	P61225		RAP2B		8.76083e+07	8.74145e+07	9.55497e+07	8.95385e+07	9.25749e+07	9.20291e+07	1.0156e+08	1.2146e+08
P61244	P61244		MAX		671220	2.19894e+06	1.90087e+06	3.09532e+06	2.28776e+06	6.79486e+06	2.02061e+06	943122
P61247	P61247		RPS3A		6.85612e+07	7.80932e+07	8.8252e+07	7.94593e+07	6.03494e+07	5.30247e+07	8.63188e+07	5.54009e+07
P61254	P61254		RPL26		1.94511e+08	1.71184e+08	2.32138e+08	1.9416e+08	1.8898e+08	2.02751e+08	1.92187e+08	1.76818e+08
P61266	P61266		STX1B		1.15355e+06	1.28282e+06	1.27567e+06	1.30849e+06	1.32217e+06	1.41236e+06	1.3687e+06	1.56305e+06
P61289	P61289		PSME3		8.73899e+06	6.45467e+07	3.66269e+07	8.90342e+07	1.40634e+07	4.72342e+07	2.89937e+07	4.0461e+07
P61313	P61313		RPL15		1.35186e+08	1.23804e+08	1.58841e+08	1.25536e+08	1.22684e+08	1.43351e+08	1.32267e+08	1.24336e+08
P61326	P61326		MAGOH		5.52704e+07	1.34683e+08	9.86513e+07	1.53328e+08	6.86142e+07	1.13359e+08	1.15415e+08	1.33175e+08
P61353	P61353		RPL27		1.80593e+08	1.62976e+08	2.16212e+08	1.80587e+08	1.9037e+08	1.8772e+08	1.7712e+08	1.57685e+08
P61421	P61421		ATP6V0D1		1.67803e+07	1.51476e+07	1.92729e+07	1.95241e+07	1.52722e+07	2.87397e+07	1.57367e+07	2.06947e+07
P61457	P61457		PCBD1		1.91635e+06	1.37049e+06	1.60903e+06	1.74211e+06	1.32561e+06	2.0843e+06	1.70926e+06	2.64746e+06
P61513	P61513		RPL37A		5.9217e+07	4.85817e+07	7.13319e+07	6.20602e+07	5.77251e+07	6.60258e+07	6.00089e+07	5.87754e+07
P61586	P61586		RHOA		1.21278e+08	8.04767e+07	1.19703e+08	1.09057e+08	1.14999e+08	1.23536e+08	1.29581e+08	1.07821e+08
P61587	P61587		RND3		1.65854e+06	1.22685e+06	1.37401e+06	812187	1.97723e+06	1.03091e+06	1.89638e+06	1.18208e+06
P61599	P61599		NAA20		2.88531e+06	4.97796e+06	3.37006e+06	5.09846e+06	3.73062e+06	2.84196e+06	4.44237e+06	3.76068e+06
P61604	P61604		HSPE1		1.56499e+09	9.55247e+08	1.19749e+09	3.82882e+08	1.92802e+09	7.15084e+08	1.62771e+09	1.0711e+09
P61619	P61619		SEC61A1		1.51987e+08	1.80468e+08	1.5615e+08	1.73897e+08	1.66099e+08	2.472e+08	1.67246e+08	2.455e+08
P61626	P61626		LYZ		1.19678e+06	5.79861e+06	2.66754e+06	1.91984e+06	1.62407e+06	1.28363e+06	1.45907e+06	3.54335e+07
P61758	P61758		VBP1		1.18053e+07	1.79274e+07	1.83549e+07	2.22322e+07	1.17764e+07	1.29217e+07	1.79051e+07	1.1726e+07
P61764	P61764		STXBP1		9.85152e+06	9.03757e+06	9.38101e+06	9.7562e+06	9.82302e+06	1.04465e+07	9.01006e+06	9.71434e+06
P61769	P61769		B2M		9.6241e+07	6.76786e+07	7.92265e+07	6.43618e+07	9.79062e+07	9.6789e+07	6.9138e+07	7.09837e+07
P61803	P61803		DAD1		1.1819e+08	1.43373e+08	1.15138e+08	1.46924e+08	1.44069e+08	2.15954e+08	1.52723e+08	2.07236e+08
P61916	P61916		NPC2		5.20319e+07	2.12513e+07	4.99593e+07	2.06194e+07	5.28904e+07	4.09452e+07	5.45489e+07	3.64306e+07
P61923	P61923		COPZ1		5.80446e+06	1.45392e+07	1.20775e+07	1.95458e+07	6.93464e+06	1.311e+07	1.20007e+07	1.45479e+07
P61956	P61956		SUMO2		1.92167e+07	3.66358e+07	2.61248e+07	3.63743e+07	2.29585e+07	2.44729e+07	3.24827e+07	2.45723e+07
P61960	P61960		UFM1		1.96565e+07	2.06426e+07	2.42307e+07	2.61822e+07	1.89589e+07	2.24696e+07	2.00408e+07	1.99462e+07
P61962	P61962		DCAF7		5.60796e+06	6.82625e+06	6.61565e+06	7.41276e+06	6.10698e+06	6.76024e+06	7.3194e+06	7.12069e+06
P61964	P61964		WDR5		3.20166e+06	1.01779e+07	5.90957e+06	1.04937e+07	5.29869e+06	5.9207e+06	7.17598e+06	5.74931e+06
P61966	P61966		AP1S1		1.07837e+07	1.1599e+07	1.16343e+07	1.37632e+07	9.48741e+06	1.24685e+07	1.06943e+07	1.05695e+07
P61968	P61968		LMO4			352070	726710	609085	395052	353868	500806	339863
P61970	P61970		NUTF2		9.61663e+06	9.95006e+06	9.66275e+06	7.15967e+06	8.99772e+06	7.79985e+06	1.17769e+07	8.31608e+06
P61978	P61978		HNRNPK		2.2303e+08	3.91817e+08	3.13516e+08	4.61789e+08	2.60727e+08	4.8132e+08	3.28333e+08	5.27098e+08
P61981	P61981		YWHAG		4.93607e+07	5.04688e+07	4.82935e+07	4.32993e+07	3.93646e+07	4.31057e+07	5.00546e+07	3.69234e+07
P62068	P62068		USP46		5.63655e+06	3.11095e+06	4.03312e+06	3.17599e+06	5.35522e+06	4.91982e+06	4.45242e+06	5.53647e+06
P62070	P62070		RRAS2		1.30123e+07	1.44441e+07	1.66373e+07	1.40591e+07	1.31368e+07	1.84884e+07	2.03086e+07	1.86322e+07
P62072	P62072		TIMM10		5.59385e+07	6.5945e+07	5.37358e+07	5.99093e+07	6.29468e+07	8.52147e+07	7.17964e+07	1.41452e+08
P62079	P62079		TSPAN5		3.93373e+06	3.91867e+06	2.81889e+06	3.00143e+06	3.78398e+06	3.4607e+06	3.26117e+06	4.43527e+06
P62081	P62081		RPS7		6.34372e+07	7.76865e+07	8.16558e+07	8.20594e+07	5.42289e+07	4.71874e+07	8.42664e+07	4.70326e+07
P62136	P62136		PPP1CA		1.01254e+08	7.13365e+07	9.37797e+07	7.17022e+07	9.16299e+07	9.04805e+07	9.59361e+07	9.17991e+07
P62140	P62140		PPP1CB		1.68011e+07	1.46313e+07	1.50223e+07	1.15768e+07	1.53302e+07	1.19222e+07	1.61483e+07	1.39644e+07
P62166	P62166		NCS1		3.05725e+06	2.65183e+06	2.99403e+06	3.03501e+06	3.47556e+06	3.13805e+06	3.46539e+06	2.90942e+06
P62191	P62191		PSMC1		2.24803e+07	3.10917e+07	3.46331e+07	3.78158e+07	2.33577e+07	3.38636e+07	3.37435e+07	2.9341e+07
P62195	P62195		PSMC5		9.4227e+06	1.68143e+07	1.35411e+07	1.57311e+07	1.04537e+07	1.2147e+07	1.363e+07	1.18064e+07
P62241	P62241		RPS8		8.94692e+07	1.04388e+08	1.2275e+08	1.16837e+08	8.21348e+07	7.50883e+07	1.11305e+08	6.99706e+07
P62244	P62244		RPS15A		9.23994e+07	1.13737e+08	1.07748e+08	1.13334e+08	8.21451e+07	7.42385e+07	1.1124e+08	8.58028e+07
P62249	P62249		RPS16		5.35969e+07	6.03605e+07	6.94626e+07	6.38693e+07	4.7602e+07	4.12005e+07	6.69248e+07	3.8501e+07
P62253	P62253		UBE2G1		1.90932e+06	2.67678e+06	2.35426e+06	4.39013e+06	2.02414e+06	2.43882e+06	2.74402e+06	1.7676e+06
P62256	P62256		UBE2H		633333	1.1679e+06	1.19418e+06	1.78551e+06	598601	998892	998734	812762
P62258	P62258		YWHAE		2.03205e+08	2.17408e+08	2.17677e+08	1.95002e+08	1.87563e+08	1.74373e+08	2.53765e+08	1.83683e+08
P62263	P62263		RPS14		9.60241e+07	1.27454e+08	1.2043e+08	1.1247e+08	9.43337e+07	7.43639e+07	1.3098e+08	7.92271e+07
P62266	P62266		RPS23		4.74349e+07	5.72293e+07	6.02107e+07	5.8643e+07	4.45976e+07	3.49435e+07	5.89622e+07	3.55145e+07
P62269	P62269		RPS18		7.70122e+07	9.20327e+07	9.03002e+07	9.18884e+07	6.82524e+07	5.73243e+07	9.45961e+07	5.61034e+07
P62273	P62273		RPS29		1.53622e+07	1.50092e+07	1.80835e+07	1.58026e+07	1.37862e+07	1.11552e+07	1.93414e+07	1.05776e+07
P62277	P62277		RPS13		8.46253e+07	8.36188e+07	9.46213e+07	8.58368e+07	7.31359e+07	5.86068e+07	1.00482e+08	5.84366e+07
P62280	P62280		RPS11		4.96152e+07	5.39096e+07	6.38351e+07	6.25498e+07	4.60668e+07	3.66507e+07	6.16421e+07	3.70837e+07
P62304	P62304		SNRPE		5.77807e+07	8.16567e+07	7.05637e+07	9.28919e+07	6.75515e+07	1.1059e+08	8.74577e+07	1.00923e+08
P62306	P62306		SNRPF		1.4389e+07	1.9658e+07	2.00132e+07	2.37258e+07	1.79314e+07	2.6477e+07	1.94919e+07	3.22574e+07
P62310	P62310		LSM3		7.53175e+06	1.03209e+07	9.26311e+06	8.79635e+06	7.62345e+06	5.88515e+06	9.41794e+06	5.6819e+06
P62312	P62312		LSM6		3.29204e+06	6.04544e+06	5.07954e+06	5.60106e+06	4.0268e+06	3.10674e+06	5.94324e+06	2.92516e+06
P62314	P62314		SNRPD1		3.07956e+07	3.65461e+07	3.83823e+07	4.19157e+07	2.90863e+07	5.67894e+07	3.5841e+07	4.80834e+07
P62316	P62316		SNRPD2		2.92985e+07	3.67162e+07	3.88811e+07	4.69449e+07	3.55335e+07	5.67887e+07	3.75931e+07	4.51354e+07
P62318	P62318		SNRPD3		2.84731e+07	3.38704e+07	3.88324e+07	4.18344e+07	3.2477e+07	5.25093e+07	3.64268e+07	5.24369e+07
P62330	P62330		ARF6		1.05497e+08	1.15512e+08	9.19262e+07	1.01641e+08	1.18745e+08	9.60953e+07	1.20251e+08	1.14936e+08
P62333	P62333		PSMC6		2.00109e+07	4.70169e+07	3.66988e+07	5.04673e+07	2.18247e+07	3.02919e+07	3.59977e+07	2.82766e+07
P62341	P62341		SELENOT		2.21713e+07	1.84614e+07	2.46124e+07	2.4331e+07	2.38395e+07	3.94279e+07	2.57566e+07	3.82088e+07
P62380	P62380		TBPL1		238720	612786	410687	748562	261797	595658	318830	490039
P62424	P62424		RPL7A		1.40425e+08	1.19233e+08	1.65663e+08	1.39283e+08	1.38933e+08	1.4529e+08	1.37326e+08	1.35634e+08
P62487	P62487		POLR2G		1.99778e+06	6.19428e+06	4.41557e+06	7.28229e+06	3.26853e+06	5.22587e+06	4.72469e+06	3.41646e+06
P62491	P62491		RAB11A		1.42204e+08	1.2515e+08	1.80993e+08	1.6218e+08	1.11255e+08	2.26959e+08	1.38473e+08	1.65992e+08
P62495	P62495		ETF1		5.87661e+07	5.7247e+07	6.58923e+07	7.17486e+07	6.59311e+07	6.63469e+07	6.07074e+07	5.36667e+07
P62633	P62633		CNBP		3.96611e+07	1.40877e+07	3.89181e+07	3.78483e+07	4.70191e+07	3.96489e+07	5.32078e+07	6.1771e+07
P62699	P62699		YPEL5		2.7084e+06	3.92732e+06	3.9794e+06	5.74298e+06	2.25583e+06	2.63631e+06	2.96349e+06	1.39926e+06
P62701	P62701		RPS4X		7.03223e+07	8.05677e+07	8.61001e+07	8.5121e+07	6.39955e+07	5.44557e+07	8.66167e+07	5.41087e+07
P62714	P62714		PPP2CB		3.94159e+06	3.64609e+06	4.79233e+06	3.34451e+06	4.44968e+06	3.10573e+06	5.5534e+06	4.32663e+06
P62736	P62736		ACTA2		1.09569e+09	6.90865e+08	9.12909e+08	7.08001e+08	7.9044e+08	8.70303e+08	9.23346e+08	8.87552e+08
P62745	P62745		RHOB		9.93475e+06	3.46947e+06	1.1137e+07	7.29298e+06	6.69546e+06	7.17662e+06	4.23257e+06	4.99332e+06
P62750	P62750		RPL23A		9.98207e+07	8.49542e+07	1.23617e+08	9.50604e+07	9.48367e+07	8.58306e+07	9.86453e+07	8.42571e+07
P62753	P62753		RPS6		7.86758e+07	8.9963e+07	9.82869e+07	9.23872e+07	7.12306e+07	5.98521e+07	9.85945e+07	6.58712e+07
P62805	P62805		H4C1		1.30696e+09	5.53672e+09	2.56167e+09	5.97946e+09	2.77396e+09	2.48154e+09	4.62729e+09	1.79176e+09
P62820	P62820		RAB1A		1.18832e+08	1.27701e+08	1.44979e+08	1.61893e+08	1.25514e+08	1.78498e+08	1.31609e+08	1.58616e+08
P62826	P62826		RAN		1.6379e+08	3.17999e+08	2.49272e+08	3.44847e+08	2.06415e+08	2.37331e+08	2.87236e+08	2.85081e+08
P62829	P62829		RPL23		2.68474e+08	2.37457e+08	2.99264e+08	2.67576e+08	2.85592e+08	2.44284e+08	2.80681e+08	2.41707e+08
P62834	P62834		RAP1A		2.50891e+08	1.75813e+08	2.63446e+08	2.26058e+08	2.0418e+08	2.81494e+08	2.61625e+08	2.59623e+08
P62841	P62841		RPS15		2.75928e+07	2.87192e+07	3.41374e+07	2.76788e+07	2.13874e+07	1.8306e+07	3.12565e+07	1.59117e+07
P62847	P62847		RPS24		4.46645e+07	4.75832e+07	5.90623e+07	5.11996e+07	4.4968e+07	3.15646e+07	5.40832e+07	3.12586e+07
P62851	P62851		RPS25		6.31745e+07	7.93277e+07	8.39729e+07	7.78558e+07	5.53222e+07	4.43481e+07	7.80363e+07	5.00706e+07
P62854	P62854		RPS26		3.13907e+07	3.52792e+07	4.19136e+07	4.44075e+07	2.82415e+07	2.57842e+07	3.9857e+07	2.12782e+07
P62857	P62857		RPS28		1.13179e+08	1.2256e+08	1.01638e+08	1.20732e+08	9.66952e+07	7.03918e+07	1.46468e+08	7.24922e+07
P62861	P62861		FAU		5.5402e+07	5.78002e+07	6.75262e+07	5.97721e+07	4.69471e+07	3.11233e+07	5.66011e+07	3.6027e+07
P62873	P62873		GNB1		4.02618e+08	3.45052e+08	3.83095e+08	3.35535e+08	3.27395e+08	4.07925e+08	3.73406e+08	3.62866e+08
P62875	P62875		POLR2L		2.00878e+06	9.20366e+06	4.23584e+06	8.33819e+06	2.23724e+06	5.94872e+06	4.67514e+06	5.23079e+06
P62877	P62877		RBX1		5.02082e+06	6.11723e+06	5.94747e+06	7.6986e+06	5.10783e+06	5.21432e+06	6.79034e+06	5.74334e+06
P62879	P62879		GNB2		1.6096e+08	1.34804e+08	1.56675e+08	1.42689e+08	1.3543e+08	1.72333e+08	1.50794e+08	1.69523e+08
P62888	P62888		RPL30		3.58676e+08	3.10229e+08	3.93335e+08	3.50957e+08	3.70762e+08	3.98258e+08	3.65417e+08	3.2637e+08
P62891	P62891		RPL39		2.95899e+07	2.81323e+07	3.62832e+07	3.43308e+07	4.83731e+07	3.08911e+07	4.04165e+07	3.3205e+07
P62899	P62899		RPL31		8.97188e+07	7.63721e+07	1.06087e+08	8.90362e+07	9.1632e+07	9.33311e+07	9.1873e+07	7.85422e+07
P62906	P62906		RPL10A		8.44764e+07	7.72221e+07	9.89826e+07	8.84049e+07	9.19276e+07	9e+07	9.11551e+07	8.42254e+07
P62910	P62910		RPL32		8.73176e+07	7.53782e+07	1.05479e+08	8.4631e+07	8.45431e+07	1.01467e+08	8.03485e+07	8.41889e+07
P62913	P62913		RPL11		2.22165e+08	1.93071e+08	2.38857e+08	2.30696e+08	2.22458e+08	2.16347e+08	2.27192e+08	2.28617e+08
P62917	P62917		RPL8		2.23508e+08	1.87235e+08	2.61728e+08	2.16504e+08	2.16069e+08	2.35426e+08	2.09975e+08	2.15472e+08
P62937	P62937		PPIA		1.0556e+09	1.22901e+09	1.05673e+09	1.42173e+09	9.4212e+08	1.36986e+09	1.23823e+09	1.42984e+09
P62942	P62942		FKBP1A		2.93715e+07	5.03829e+07	3.50312e+07	3.85034e+07	2.96073e+07	2.76639e+07	4.03897e+07	3.34707e+07
P62979	P62979		RPS27A		2.06429e+09	2.34913e+09	2.16904e+09	2.23617e+09	1.93214e+09	2.2883e+09	2.39585e+09	2.17935e+09
P62993	P62993		GRB2		1.96342e+07	1.76757e+07	1.49734e+07	1.31574e+07	1.91499e+07	1.40902e+07	1.6852e+07	1.49208e+07
P62995	P62995		TRA2B		1.09503e+07	1.8013e+07	1.52299e+07	1.88585e+07	1.49134e+07	8.85884e+06	2.11524e+07	9.19242e+06
P63000	P63000		RAC1		3.35918e+08	2.3879e+08	2.91462e+08	2.61611e+08	2.89838e+08	4.28145e+08	2.80001e+08	3.54992e+08
P63010	P63010		AP2B1		9.90613e+07	1.12671e+08	8.10716e+07	1.07213e+08	1.01852e+08	7.9398e+07	8.18974e+07	8.30012e+07
P63027	P63027		VAMP2		1.54601e+07	2.95552e+07	1.61134e+07	2.02008e+07	1.86211e+07	2.60601e+07	2.70195e+07	5.24835e+07
P63096	P63096		GNAI1		1.56852e+07	1.3182e+07	1.38146e+07	1.14193e+07	1.37967e+07	1.42614e+07	1.46593e+07	1.59868e+07
P63098	P63098		PPP3R1		3.22473e+06	3.04049e+06	3.0535e+06	2.94921e+06	2.70788e+06	2.6718e+06	3.32744e+06	3.5803e+06
P63104	P63104		YWHAZ		2.37599e+08	2.53998e+08	2.39719e+08	2.14169e+08	1.91253e+08	2.01498e+08	2.6234e+08	1.85825e+08
P63151	P63151		PPP2R2A		9.36845e+06	1.40743e+07	1.18297e+07	1.26152e+07	9.52519e+06	1.17334e+07	1.56224e+07	1.49739e+07
P63167	P63167		DYNLL1		4.29078e+07	3.8309e+07	4.08658e+07	3.92295e+07	4.30412e+07	3.38409e+07	4.978e+07	2.93556e+07
P63172	P63172		DYNLT1		1.18698e+07	1.4181e+07	1.50909e+07	1.9543e+07	1.89073e+07	8.96902e+06	1.98146e+07	7.65507e+06
P63173	P63173		RPL38		3.57931e+07	2.90095e+07	4.13133e+07	3.22828e+07	4.29193e+07	1.32731e+07	4.20776e+07	1.59843e+07
P63208	P63208		SKP1		5.00206e+07	6.46922e+07	5.81626e+07	5.97736e+07	6.75311e+07	5.7811e+07	6.58901e+07	7.42578e+07
P63220	P63220		RPS21		5.30933e+07	4.81992e+07	5.39868e+07	4.37085e+07	4.89161e+07	2.49715e+07	6.00486e+07	3.01594e+07
P63241	P63241		EIF5A		2.06394e+08	2.4398e+08	2.34383e+08	1.88246e+08	2.50508e+08	1.8816e+08	2.85937e+08	2.16474e+08
P63244	P63244		RACK1		1.04257e+08	1.23907e+08	1.26164e+08	1.3084e+08	9.6001e+07	1.01965e+08	1.32905e+08	9.95845e+07
P63261	P63261		ACTG1		1.98187e+08	1.7064e+08	1.86985e+08	1.29205e+08	2.1648e+08	2.69894e+08	2.26848e+08	4.11889e+08
P63272	P63272		SUPT4H1		1.95521e+06	4.77265e+06	4.19376e+06	8.09699e+06	2.78423e+06	5.83266e+06	3.86762e+06	4.03583e+06
P63279	P63279		UBE2I		2.9694e+07	4.0903e+07	3.56759e+07	3.98761e+07	3.32088e+07	3.07593e+07	4.14568e+07	3.49693e+07
P63313	P63313		TMSB10		5.40417e+06	3.31322e+06	3.32294e+06	3.31332e+06	3.5594e+06	5.26314e+06	7.1524e+06	6.09953e+06
P67775	P67775		PPP2CA		3.14381e+07	2.96352e+07	3.45723e+07	2.63191e+07	3.41665e+07	2.90903e+07	4.0289e+07	3.3273e+07
P67809	P67809		YBX1		8.37584e+07	7.81146e+07	8.85803e+07	6.9082e+07	6.92167e+07	4.15933e+07	8.78191e+07	3.82045e+07
P67812	P67812		SEC11A		6.34746e+07	7.93579e+07	7.66542e+07	8.32779e+07	6.94911e+07	1.24959e+08	6.5302e+07	1.00751e+08
P67870	P67870		CSNK2B		1.39717e+07	1.34717e+07	1.60201e+07	1.48188e+07	1.72118e+07	1.73004e+07	1.63253e+07	1.50654e+07
P67936	P67936		TPM4		9.92136e+07	7.27847e+07	9.10364e+07	6.05036e+07	8.51901e+07	9.15756e+07	9.49568e+07	8.98281e+07
P68036	P68036		UBE2L3		2.96774e+07	4.94413e+07	4.51332e+07	6.10284e+07	3.3005e+07	4.4035e+07	4.68542e+07	4.79101e+07
P68104	P68104		EEF1A1		1.62953e+09	1.38106e+09	1.80997e+09	1.85158e+09	1.35291e+09	1.88637e+09	1.49855e+09	1.5618e+09
P68133	P68133		ACTA1		4.73049e+07	2.95727e+07	5.40404e+07	4.38035e+07	3.9216e+07	5.42617e+07	4.77094e+07	5.22163e+07
P68366	P68366		TUBA4A		3.26687e+08	5.18154e+08	4.24902e+08	7.22663e+08	2.80071e+08	4.45762e+08	4.75152e+08	3.69592e+08
P68371	P68371		TUBB4B		3.30228e+07	6.80953e+07	3.88311e+07	7.2997e+07	3.23699e+07	3.38465e+07	4.27902e+07	3.6984e+07
P68400	P68400		CSNK2A1		1.18542e+07	1.14967e+07	1.35222e+07	1.21382e+07	1.59508e+07	1.44935e+07	1.4716e+07	1.38919e+07
P68402	P68402		PAFAH1B2		2.09868e+07	1.96173e+07	2.02488e+07	1.70452e+07	1.87971e+07	1.75288e+07	2.60545e+07	1.79842e+07
P68431	P68431		H3C1		513798	1.33979e+06	442562	1.32774e+06	520781	487030	1.16894e+06	156380
P68871	P68871		HBB		1.32368e+07	8.14597e+06	1.75235e+07	1.51588e+07	2.33707e+07	1.82041e+07	2.40267e+07	2.06329e+07
P69849	P69849		NOMO3		9.45287e+06	8.07155e+06	1.05141e+07	1.15604e+07	1.08319e+07	1.55336e+07	1.06332e+07	1.61505e+07
P69892	P69892		HBG2		2.2431e+06	2.37972e+06	1.97034e+06	2.28695e+06	2.04499e+06	2.23289e+06	2.3669e+06	2.97308e+06
P69905	P69905		HBA1		4.95952e+06	6.3227e+06	8.43698e+06	5.63699e+06	9.79319e+06	1.136e+07	1.04353e+07	1.57957e+07
